Gene_ID	COG_ID	COG_term	GO	Pfam_ID	Pfam_term	SwissProt_ID	SwissProt_term
fake_2M_genome_001405	gi|146297417|ref|YP_001181188.1|	gi|146297417|ref|YP_001181188.1| AbrB family transcriptional regulator [Caldicellulosiruptor saccharolyticus DSM 8903]	GO:0042802(identical protein binding);GO:0042802(identical protein binding);GO:0043937(regulation of sporulation);GO:0003677(DNA binding);GO:0003677(DNA binding);GO:0005515(protein binding)	A0A094JJH6_9BACL/8-52	A0A094JJH6_9BACL/8-52 A0A094JJH6.1 PF04014.17;MazE_antitoxin;	sp|P08874|ABRB_BACSU	sp|P08874|ABRB_BACSU Transition state regulatory protein AbrB OS=Bacillus subtilis (strain 168) GN=abrB PE=1 SV=1
fake_2M_genome_001406	gi|339626985|ref|YP_004718628.1|	gi|339626985|ref|YP_004718628.1| enoyl-CoA hydratase/isomerase [Sulfobacillus acidophilus TPY]	GO:0003824(catalytic activity);GO:0004300(enoyl-CoA hydratase activity);GO:0006629(lipid metabolic process)	A0A094JPY0_9BACL/9-257	A0A094JPY0_9BACL/9-257 A0A094JPY0.1 PF00378.19;ECH_1;	sp|Q52995|ECHH_RHIME	sp|Q52995|ECHH_RHIME Probable enoyl-CoA hydratase OS=Rhizobium meliloti (strain 1021) GN=fadB1 PE=3 SV=2
fake_2M_genome_001407	gi|302390111|ref|YP_003825932.1|	gi|302390111|ref|YP_003825932.1| leucine dehydrogenase [Thermosediminibacter oceani DSM 16646]	GO:0050175(phenylalanine dehydrogenase activity);GO:0006520(cellular amino acid metabolic process);GO:0009094(L-phenylalanine biosynthetic process);GO:0016491(oxidoreductase activity)	A0A0N0HB22_THEVU/13-133	A0A0N0HB22_THEVU/13-133 A0A0N0HB22.1 PF02812.17;ELFV_dehydrog_N;	sp|P22823|DHPH_THEIN	sp|P22823|DHPH_THEIN Phenylalanine dehydrogenase OS=Thermoactinomyces intermedius GN=pdh PE=1 SV=1
fake_2M_genome_001408	gi|317122506|ref|YP_004102509.1|	gi|317122506|ref|YP_004102509.1| pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha [Thermaerobacter marianensis DSM 12885]	GO:0003863(3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity);GO:0008152(metabolic process);GO:0016491(oxidoreductase activity)	A0A094K3V2_9BACL/36-326	A0A094K3V2_9BACL/36-326 A0A094K3V2.1 PF00676.19;E1_dh;	sp|P9WIS2|BKDA_MYCTO	sp|P9WIS2|BKDA_MYCTO 3-methyl-2-oxobutanoate dehydrogenase subunit alpha OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) GN=bkdA PE=3 SV=1
fake_2M_genome_001409	gi|557827192|ref|YP_008799642.1|	gi|557827192|ref|YP_008799642.1| transketolase [Exiguobacterium sp. MH3]	GO:0005515(protein binding);GO:0006096(glycolytic process);GO:0003824(catalytic activity);GO:0004739(pyruvate dehydrogenase (acetyl-transferring) activity);GO:0005515(protein binding)	A0A094JJM9_9BACL/2-180	A0A094JJM9_9BACL/2-180 A0A094JJM9.1 PF02779.23;Transket_pyr;	sp|P21874|ODPB_GEOSE	sp|P21874|ODPB_GEOSE Pyruvate dehydrogenase E1 component subunit beta OS=Geobacillus stearothermophilus GN=pdhB PE=1 SV=2
fake_2M_genome_001410	gi|15612778|ref|NP_241081.1|	gi|15612778|ref|NP_241081.1| pyruvate dehydrogenase E2 [Bacillus halodurans C-125]	GO:0006096(glycolytic process);GO:0008152(metabolic process);GO:0004742(dihydrolipoyllysine-residue acetyltransferase activity);GO:0005515(protein binding);GO:0005515(protein binding)	A0A0N0Y6I1_THEVU/180-411	A0A0N0Y6I1_THEVU/180-411 A0A0N0Y6I1.1 PF00198.22;2-oxoacid_dh;	sp|P11961|ODP2_GEOSE	sp|P11961|ODP2_GEOSE Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex OS=Geobacillus stearothermophilus GN=pdhC PE=1 SV=3
fake_2M_genome_001411	gi|449092282|ref|YP_007424723.1|	gi|449092282|ref|YP_007424723.1| Cytochrome d ubiquinol oxidase subunit I [Bacillus thuringiensis serovar kurstaki str. HD73]	GO:0005886(plasma membrane);GO:0005886(plasma membrane);GO:0009055(electron transfer activity)	A0A094JH87_9BACL/6-435	A0A094JH87_9BACL/6-435 A0A094JH87.1 PF01654.16;Cyt_bd_oxida_I;	sp|C0SP90|YTHA_BACSU	sp|C0SP90|YTHA_BACSU Putative cytochrome bd menaquinol oxidase subunit I OS=Bacillus subtilis (strain 168) GN=ythA PE=1 SV=1
fake_2M_genome_001412	gi|30265252|ref|NP_847629.1|	gi|30265252|ref|NP_847629.1| cytochrome d ubiquinol oxidase subunit II [Bacillus anthracis str. Ames]	GO:0005886(plasma membrane);GO:0005886(plasma membrane);GO:0016020(membrane)	A0A094JMQ6_9BACL/7-328	A0A094JMQ6_9BACL/7-328 A0A094JMQ6.1 PF02322.14;Cyt_bd_oxida_II;	sp|O34505|YTHB_BACSU	sp|O34505|YTHB_BACSU Putative cytochrome bd menaquinol oxidase subunit II OS=Bacillus subtilis (strain 168) GN=ythB PE=1 SV=1
fake_2M_genome_001413	gi|212639290|ref|YP_002315810.1|	gi|212639290|ref|YP_002315810.1| proton/sodium-glutamate symport protein [Anoxybacillus flavithermus WK1]	GO:0005886(plasma membrane);GO:0015293(symporter activity);GO:0042802(identical protein binding);GO:0042802(identical protein binding);GO:0042802(identical protein binding);GO:0042802(identical protein binding);GO:0042802(identical protein binding);GO:0042802(identical protein binding);GO:0042802(identical protein binding);GO:0042802(identical protein binding);GO:0070207(protein homotrimerization);GO:0005283(sodium:amino acid symporter activity);GO:0015501(glutamate:sodium symporter activity);GO:0005283(sodium:amino acid symporter activity);GO:0005886(plasma membrane)	A0A094JMU3_9BACL/3-398	A0A094JMU3_9BACL/3-398 A0A094JMU3.1 PF00375.17;SDF;	sp|O59010|GLT_PYRHO	sp|O59010|GLT_PYRHO Glutamate transporter homolog OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) GN=PH1295 PE=1 SV=1
fake_2M_genome_001414	-	-	-	-	-	-	-
fake_2M_genome_001415	-	-	-	-	-	-	-
fake_2M_genome_001416	-	-	-	-	-	-	-
fake_2M_genome_001417	gi|488773945|ref|YP_007943361.1|	gi|488773945|ref|YP_007943361.1| malate/lactate dehydrogenase [Desulfotomaculum gibsoniae DSM 7213]	GO:0030060(L-malate dehydrogenase activity);GO:0005737(cytoplasm);GO:0005737(cytoplasm);GO:0008152(metabolic process)	A0A094JJN1_9BACL/1-326	A0A094JJN1_9BACL/1-326 A0A094JJN1.1 PF02615.13;Ldh_2;	sp|O59028|MDH_PYRHO	sp|O59028|MDH_PYRHO Malate dehydrogenase OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) GN=mdh PE=1 SV=1
fake_2M_genome_001418	-	-	-	-	-	-	-
fake_2M_genome_001419	-	-	-	A0A094JK00_9BACL/4-137	A0A094JK00_9BACL/4-137 A0A094JK00.1 PF08868.9;YugN;	sp|O05246|YUGN_BACSU	sp|O05246|YUGN_BACSU Uncharacterized protein YugN OS=Bacillus subtilis (strain 168) GN=yugN PE=4 SV=1
fake_2M_genome_001420	-	-	-	-	-	-	-
fake_2M_genome_001421	gi|337750615|ref|YP_004644777.1|	gi|337750615|ref|YP_004644777.1| protein MnmA [Paenibacillus mucilaginosus KNP414]	GO:0000049(tRNA binding);GO:0005737(cytoplasm);GO:0008033(tRNA processing)	A0A094LYG7_9BACL/5-357	A0A094LYG7_9BACL/5-357 A0A094LYG7.1 PF03054.15;tRNA_Me_trans;	sp|Q9KDF2|MNMA_BACHD	sp|Q9KDF2|MNMA_BACHD tRNA-specific 2-thiouridylase MnmA OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) GN=mnmA PE=3 SV=1
fake_2M_genome_001422	gi|375007022|ref|YP_004980653.1|	gi|375007022|ref|YP_004980653.1| Potassium uptake protein, TrkH [Geobacillus thermoleovorans CCB_US3_UF5]	GO:0006812(cation transport);GO:0005515(protein binding);GO:0005886(plasma membrane);GO:0005886(plasma membrane)	A0A094JMC0_9BACL/3-439	A0A094JMC0_9BACL/3-439 A0A094JMC0.1 PF02386.15;TrkH;	sp|O32081|KTRB_BACSU	sp|O32081|KTRB_BACSU Ktr system potassium uptake protein B OS=Bacillus subtilis (strain 168) GN=ktrB PE=1 SV=1
fake_2M_genome_001423	gi|226310161|ref|YP_002770055.1|	gi|226310161|ref|YP_002770055.1| hypothetical protein BBR47_05740 [Brevibacillus brevis NBRC 100599]	-	A0A094K6F0_9BACL/176-364	A0A094K6F0_9BACL/176-364 A0A094K6F0.1 PF00092.27;VWA;	sp|P70961|YWMD_BACSU	sp|P70961|YWMD_BACSU Uncharacterized protein YwmD OS=Bacillus subtilis (strain 168) GN=ywmD PE=3 SV=1
fake_2M_genome_001424	-	-	-	-	-	-	-
fake_2M_genome_001425	gi|337747097|ref|YP_004641259.1|	gi|337747097|ref|YP_004641259.1| hypothetical protein KNP414_02829 [Paenibacillus mucilaginosus KNP414]	-	A0A094JQH3_9BACL/1-204	A0A094JQH3_9BACL/1-204 A0A094JQH3.1 PF01865.15;PhoU_div;	sp|O34454|YKAA_BACSU	sp|O34454|YKAA_BACSU UPF0111 protein YkaA OS=Bacillus subtilis (strain 168) GN=ykaA PE=3 SV=1
fake_2M_genome_001426	gi|404497976|ref|YP_006722082.1|	gi|404497976|ref|YP_006722082.1| phosphate/sulfate transporter family membrane protein [Geobacter metallireducens GS-15]	GO:0005886(plasma membrane);GO:0005315(inorganic phosphate transmembrane transporter activity);GO:0005315(inorganic phosphate transmembrane transporter activity);GO:0005886(plasma membrane)	A0A094LYG0_9BACL/22-319	A0A094LYG0_9BACL/22-319 A0A094LYG0.1 PF01384.19;PHO4;	sp|O34436|PIT_BACSU	sp|O34436|PIT_BACSU Probable low-affinity inorganic phosphate transporter OS=Bacillus subtilis (strain 168) GN=pit PE=3 SV=2
fake_2M_genome_001427	gi|449091671|ref|YP_007424112.1|	gi|449091671|ref|YP_007424112.1| Succinyl-diaminopimelate desuccinylase [Bacillus thuringiensis serovar kurstaki str. HD73]	GO:0006508(proteolysis);GO:0006508(proteolysis)	A0A094JMB5_9BACL/84-468	A0A094JMB5_9BACL/84-468 A0A094JMB5.1 PF01546.27;Peptidase_M20;	sp|O34944|PEPVL_BACSU	sp|O34944|PEPVL_BACSU Putative dipeptidase YtjP OS=Bacillus subtilis (strain 168) GN=ytjP PE=3 SV=1
fake_2M_genome_001428	-	-	-	-	-	-	-
fake_2M_genome_001429	gi|78044327|ref|YP_361012.1|	gi|78044327|ref|YP_361012.1| cysteine desulfurase [Carboxydothermus hydrogenoformans Z-2901]	GO:0031071(cysteine desulfurase activity);GO:0003824(catalytic activity);GO:0005737(cytoplasm);GO:0005737(cytoplasm)	A0A094JJZ1_9BACL/4-367	A0A094JJZ1_9BACL/4-367 A0A094JJZ1.1 PF00266.18;Aminotran_5;	sp|B8DZS1|ISCS_DICTD	sp|B8DZS1|ISCS_DICTD Cysteine desulfurase IscS OS=Dictyoglomus turgidum (strain Z-1310 / DSM 6724) GN=iscS PE=3 SV=1
fake_2M_genome_001430	gi|226225840|ref|YP_002759946.1|	gi|226225840|ref|YP_002759946.1| L-aspartate oxidase [Gemmatimonas aurantiaca T-27]	GO:0008734(L-aspartate oxidase activity);GO:0009435(NAD biosynthetic process);GO:0005737(cytoplasm);GO:0005737(cytoplasm);GO:0005737(cytoplasm)	A0A094JQG7_9BACL/9-377	A0A094JQG7_9BACL/9-377 A0A094JQG7.1 PF00890.23;FAD_binding_2;	sp|Q9X8N8|NADB_STRCO	sp|Q9X8N8|NADB_STRCO L-aspartate oxidase OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) GN=nadB PE=3 SV=1
fake_2M_genome_001431	gi|153007776|ref|YP_001368991.1|	gi|153007776|ref|YP_001368991.1| nicotinate-nucleotide pyrophosphorylase [Ochrobactrum anthropi ATCC 49188]	GO:0009435(NAD biosynthetic process);GO:0016740(transferase activity);GO:0003824(catalytic activity);GO:0004514(nicotinate-nucleotide diphosphorylase (carboxylating) activity);GO:0009435(NAD biosynthetic process)	A0A094LYF5_9BACL/109-274	A0A094LYF5_9BACL/109-274 A0A094LYF5.1 PF01729.18;QRPTase_C;	sp|P77938|NADC_RHORU	sp|P77938|NADC_RHORU Probable nicotinate-nucleotide pyrophosphorylase [carboxylating] OS=Rhodospirillum rubrum GN=nadC PE=3 SV=1
fake_2M_genome_001432	gi|16079837|ref|NP_390663.1|	gi|16079837|ref|NP_390663.1| quinolinate synthase A [Bacillus subtilis subsp. subtilis str. 168]	GO:0008987(quinolinate synthetase A activity);GO:0009435(NAD biosynthetic process);GO:0019805(quinolinate biosynthetic process);GO:0005737(cytoplasm);GO:0005737(cytoplasm);GO:0005829(cytosol)	A0A094JMB0_9BACL/29-369	A0A094JMB0_9BACL/29-369 A0A094JMB0.1 PF02445.15;NadA;	sp|Q9KWZ1|NADA_BACSU	sp|Q9KWZ1|NADA_BACSU Quinolinate synthase A OS=Bacillus subtilis (strain 168) GN=nadA PE=3 SV=2
fake_2M_genome_001433	gi|386713903|ref|YP_006180226.1|	gi|386713903|ref|YP_006180226.1| hypothetical protein HBHAL_2605 [Halobacillus halophilus DSM 2266]	GO:0008360(regulation of cell shape);GO:0009252(peptidoglycan biosynthetic process);GO:0016740(transferase activity)	F5SFQ8_9BACL/52-174	F5SFQ8_9BACL/52-174 F5SFQ8.1 PF03734.13;YkuD;	sp|P54539|YQJB_BACSU	sp|P54539|YQJB_BACSU Putative L,D-transpeptidase YqjB OS=Bacillus subtilis (strain 168) GN=yqjB PE=3 SV=1
fake_2M_genome_001434	gi|449091109|ref|YP_007423550.1|	gi|449091109|ref|YP_007423550.1| hypothetical protein HD73_4451 [Bacillus thuringiensis serovar kurstaki str. HD73]	GO:0008360(regulation of cell shape);GO:0009252(peptidoglycan biosynthetic process);GO:0016740(transferase activity)	F5SFQ8_9BACL/52-174	F5SFQ8_9BACL/52-174 F5SFQ8.1 PF03734.13;YkuD;	sp|P54539|YQJB_BACSU	sp|P54539|YQJB_BACSU Putative L,D-transpeptidase YqjB OS=Bacillus subtilis (strain 168) GN=yqjB PE=3 SV=1
fake_2M_genome_001435	gi|226312006|ref|YP_002771900.1|	gi|226312006|ref|YP_002771900.1| hypothetical protein BBR47_24190 [Brevibacillus brevis NBRC 100599]	-	A0A094K6E1_9BACL/283-370	A0A094K6E1_9BACL/283-370 A0A094K6E1.1 PF13242.5;Hydrolase_like;	-	-
fake_2M_genome_001436	gi|226310606|ref|YP_002770500.1|	gi|226310606|ref|YP_002770500.1| superoxide dismutase [Mn] [Brevibacillus brevis NBRC 100599]	GO:0019430(removal of superoxide radicals);GO:0004784(superoxide dismutase activity);GO:0004784(superoxide dismutase activity);GO:0016491(oxidoreductase activity)	A0A094JJY8_9BACL/97-197	A0A094JJY8_9BACL/97-197 A0A094JJY8.1 PF02777.17;Sod_Fe_C;	sp|P28760|SODM_BACCA	sp|P28760|SODM_BACCA Superoxide dismutase [Mn] OS=Bacillus caldotenax GN=sodA PE=3 SV=2
fake_2M_genome_001437	gi|296133630|ref|YP_003640877.1|	gi|296133630|ref|YP_003640877.1| cell wall hydrolase SleB [Thermincola potens JR]	GO:0003824(catalytic activity);GO:0016787(hydrolase activity)	D3FQ90_BACPE/108-206	D3FQ90_BACPE/108-206 D3FQ90.1 PF07486.11;Hydrolase_2;	sp|Q9KCE0|SLEB_BACHD	sp|Q9KCE0|SLEB_BACHD Spore cortex-lytic enzyme OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) GN=sleB PE=3 SV=1
fake_2M_genome_001438	gi|296132009|ref|YP_003639256.1|	gi|296132009|ref|YP_003639256.1| monogalactosyldiacylglycerol synthase [Thermincola potens JR]	GO:0016020(membrane);GO:0016740(transferase activity);GO:0016757(transferase activity, transferring glycosyl groups);GO:0016758(transferase activity, transferring hexosyl groups);GO:0031969(chloroplast membrane);GO:0046509(1,2-diacylglycerol 3-beta-galactosyltransferase activity);GO:0009247(glycolipid biosynthetic process);GO:0009507(chloroplast);GO:0009536(plastid)	A0A094JQG1_9BACL/78-244	A0A094JQG1_9BACL/78-244 A0A094JQG1.1 PF06925.10;MGDG_synth;	sp|Q9FZL4|MGDG_SOYBN	sp|Q9FZL4|MGDG_SOYBN Probable monogalactosyldiacylglycerol synthase, chloroplastic OS=Glycine max GN=MGD A PE=2 SV=1
fake_2M_genome_001439	gi|226313674|ref|YP_002773568.1|	gi|226313674|ref|YP_002773568.1| hypothetical protein BBR47_40870 [Brevibacillus brevis NBRC 100599]	GO:0003824(catalytic activity);GO:0016787(hydrolase activity)	A0A094LYF0_9BACL/118-341	A0A094LYF0_9BACL/118-341 A0A094LYF0.1 PF01557.17;FAA_hydrolase;	sp|Q96GK7|FAH2A_HUMAN	sp|Q96GK7|FAH2A_HUMAN Fumarylacetoacetate hydrolase domain-containing protein 2A OS=Homo sapiens GN=FAHD2A PE=1 SV=1
fake_2M_genome_001440	gi|226313342|ref|YP_002773236.1|	gi|226313342|ref|YP_002773236.1| homoserine dehydrogenase [Brevibacillus brevis NBRC 100599]	GO:0009088(threonine biosynthetic process);GO:0004412(homoserine dehydrogenase activity);GO:0004412(homoserine dehydrogenase activity);GO:0008652(cellular amino acid biosynthetic process)	F5SFP0_9BACL/137-317	F5SFP0_9BACL/137-317 F5SFP0.1 PF00742.18;Homoserine_dh;	sp|P19582|DHOM_BACSU	sp|P19582|DHOM_BACSU Homoserine dehydrogenase OS=Bacillus subtilis (strain 168) GN=hom PE=1 SV=2
fake_2M_genome_001441	gi|150389675|ref|YP_001319724.1|	gi|150389675|ref|YP_001319724.1| XRE family transcriptional regulator [Alkaliphilus metalliredigens QYMF]	-	A0A094JMA4_9BACL/10-64	A0A094JMA4_9BACL/10-64 A0A094JMA4.1 PF01381.21;HTH_3;	-	-
fake_2M_genome_001442	gi|23099935|ref|NP_693401.1|	gi|23099935|ref|NP_693401.1| hypothetical protein OB2480 [Oceanobacillus iheyensis HTE831]	GO:0005886(plasma membrane);GO:0005886(plasma membrane)	A0A094JQF5_9BACL/175-277	A0A094JQF5_9BACL/175-277 A0A094JQF5.1 PF07670.13;Gate;	sp|O34382|YVOD_BACSU	sp|O34382|YVOD_BACSU Uncharacterized membrane protein YvoD OS=Bacillus subtilis (strain 168) GN=yvoD PE=4 SV=1
fake_2M_genome_001443	-	-	GO:0009432(SOS response)	A0A094LYE5_9BACL/18-110	A0A094LYE5_9BACL/18-110 A0A094LYE5.1 PF08863.9;YolD;	sp|P54561|YQJX_BACSU	sp|P54561|YQJX_BACSU Uncharacterized protein YqjX OS=Bacillus subtilis (strain 168) GN=yqjX PE=4 SV=1
fake_2M_genome_001444	gi|16079428|ref|NP_390252.1|	gi|16079428|ref|NP_390252.1| DNA polymerase IV 2 [Bacillus subtilis subsp. subtilis str. 168]	GO:0005737(cytoplasm);GO:0009432(SOS response);GO:0071897(DNA biosynthetic process);GO:0003677(DNA binding);GO:0003684(damaged DNA binding);GO:0003887(DNA-directed DNA polymerase activity)	A0A094JM98_9BACL/8-156	A0A094JM98_9BACL/8-156 A0A094JM98.1 PF00817.19;IMS;	sp|P54560|DPO42_BACSU	sp|P54560|DPO42_BACSU DNA polymerase IV 2 OS=Bacillus subtilis (strain 168) GN=dinB2 PE=3 SV=1
fake_2M_genome_001445	gi|226313285|ref|YP_002773179.1|	gi|226313285|ref|YP_002773179.1| hypothetical protein BBR47_36980 [Brevibacillus brevis NBRC 100599]	GO:0016787(hydrolase activity);GO:0016810(hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds)	A0A094K6D2_9BACL/50-532	A0A094K6D2_9BACL/50-532 A0A094K6D2.1 PF07969.10;Amidohydro_3;	sp|O34355|YTCJ_BACSU	sp|O34355|YTCJ_BACSU Putative amidohydrolase YtcJ OS=Bacillus subtilis (strain 168) GN=ytcJ PE=3 SV=1
fake_2M_genome_001446	gi|23098805|ref|NP_692271.1|	gi|23098805|ref|NP_692271.1| proline oxidase [Oceanobacillus iheyensis HTE831]	GO:0010133(proline catabolic process to glutamate);GO:0071949(FAD binding);GO:0000166(nucleotide binding);GO:0004657(proline dehydrogenase activity);GO:0004657(proline dehydrogenase activity)	A0A094JJX8_9BACL/46-299	A0A094JJX8_9BACL/46-299 A0A094JJX8.1 PF01619.17;Pro_dh;	sp|P94390|PROD2_BACSU	sp|P94390|PROD2_BACSU Proline dehydrogenase 2 OS=Bacillus subtilis (strain 168) GN=putB PE=1 SV=1
fake_2M_genome_001447	gi|23098804|ref|NP_692270.1|	gi|23098804|ref|NP_692270.1| 1-pyrroline-5-carboxylate dehydrogenase [Oceanobacillus iheyensis HTE831]	GO:0008152(metabolic process);GO:0010133(proline catabolic process to glutamate);GO:0016491(oxidoreductase activity)	A0A094JQE9_9BACL/46-511	A0A094JQE9_9BACL/46-511 A0A094JQE9.1 PF00171.21;Aldedh;	sp|Q8ERF4|ROCA_OCEIH	sp|Q8ERF4|ROCA_OCEIH 1-pyrroline-5-carboxylate dehydrogenase OS=Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831) GN=rocA PE=3 SV=1
fake_2M_genome_001448	gi|23098803|ref|NP_692269.1|	gi|23098803|ref|NP_692269.1| transcriptional regulator [Oceanobacillus iheyensis HTE831]	GO:0000160(phosphorelay signal transduction system);GO:0003677(DNA binding);GO:0005622(intracellular)	A0A090IYY1_9BACI/145-313	A0A090IYY1_9BACI/145-313 A0A090IYY1.1 PF00158.25;Sigma54_activat;	sp|P26047|STC_CLOBE	sp|P26047|STC_CLOBE Signal-transduction and transcriptional-control protein OS=Clostridium beijerinckii GN=stc PE=4 SV=3
fake_2M_genome_001449	gi|449087290|ref|YP_007419731.1|	gi|449087290|ref|YP_007419731.1| Ca2+/citrate complex secondary transporter [Bacillus thuringiensis serovar kurstaki str. HD73]	GO:0015137(citrate transmembrane transporter activity);GO:0005215(transporter activity);GO:0005886(plasma membrane);GO:0005886(plasma membrane)	A0A094LYE0_9BACL/13-379	A0A094LYE0_9BACL/13-379 A0A094LYE0.1 PF03600.15;CitMHS;	sp|P42308|CITN_BACSU	sp|P42308|CITN_BACSU Citrate transporter OS=Bacillus subtilis (strain 168) GN=citN PE=1 SV=2
fake_2M_genome_001450	gi|393202433|ref|YP_006464275.1|	gi|393202433|ref|YP_006464275.1| permease [Solibacillus silvestris StLB046]	-	A0A094JM93_9BACL/150-300	A0A094JM93_9BACL/150-300 A0A094JM93.1 PF03547.17;Mem_trans;	-	-
fake_2M_genome_001451	gi|347541811|ref|YP_004849238.1|	gi|347541811|ref|YP_004849238.1| ribokinase PfkB [Pseudogulbenkiania sp. NH8B]	GO:0046835(carbohydrate phosphorylation);GO:0000166(nucleotide binding);GO:0008673(2-dehydro-3-deoxygluconokinase activity);GO:0016773(phosphotransferase activity, alcohol group as acceptor)	A0A077J6E9_9BACI/4-304	A0A077J6E9_9BACI/4-304 A0A077J6E9.1 PF00294.23;PfkB;	sp|P50845|KDGK_BACSU	sp|P50845|KDGK_BACSU 2-dehydro-3-deoxygluconokinase OS=Bacillus subtilis (strain 168) GN=kdgK PE=2 SV=1
fake_2M_genome_001452	gi|284037180|ref|YP_003387110.1|	gi|284037180|ref|YP_003387110.1| major facilitator superfamily protein [Spirosoma linguale DSM 74]	GO:0005215(transporter activity);GO:0005886(plasma membrane);GO:0005886(plasma membrane)	A0A0N0Z580_9BACI/17-375	A0A0N0Z580_9BACI/17-375 A0A0N0Z580.1 PF07690.15;MFS_1;	sp|P70786|TUB3_AGRVI	sp|P70786|TUB3_AGRVI Putative tartrate transporter OS=Agrobacterium vitis GN=ttuB PE=2 SV=1
fake_2M_genome_001453	gi|435855174|ref|YP_007316493.1|	gi|435855174|ref|YP_007316493.1| Entner-Doudoroff aldolase [Halobacteroides halobius DSM 5150]	GO:0008675(2-dehydro-3-deoxy-phosphogluconate aldolase activity);GO:0003824(catalytic activity);GO:0003824(catalytic activity);GO:0005737(cytoplasm)	A0A077J6F0_9BACI/3-197	A0A077J6F0_9BACI/3-197 A0A077J6F0.1 PF01081.18;Aldolase;	sp|P50846|ALKH_BACSU	sp|P50846|ALKH_BACSU KHG/KDPG aldolase OS=Bacillus subtilis (strain 168) GN=kdgA PE=2 SV=1
fake_2M_genome_001454	gi|393199306|ref|YP_006461148.1|	gi|393199306|ref|YP_006461148.1| transcriptional regulator [Solibacillus silvestris StLB046]	GO:0003677(DNA binding);GO:0003677(DNA binding)	A0A077J412_9BACI/62-326	A0A077J412_9BACI/62-326 A0A077J412.1 PF00532.20;Peripla_BP_1;	sp|P27871|ENDR_PAEPO	sp|P27871|ENDR_PAEPO Probable HTH-type transcriptional regulator EndR OS=Paenibacillus polymyxa GN=endR PE=4 SV=1
fake_2M_genome_001455	gi|15893687|ref|NP_347036.1|	gi|15893687|ref|NP_347036.1| 3-hexulose-6-phosphate synthase [Clostridium acetobutylicum ATCC 824]	GO:0019647(formaldehyde assimilation via ribulose monophosphate cycle);GO:0003824(catalytic activity);GO:0004590(orotidine-5'-phosphate decarboxylase activity);GO:0005975(carbohydrate metabolic process)	A0A077J961_9BACI/1-202	A0A077J961_9BACI/1-202 A0A077J961.1 PF00215.23;OMPdecase;	sp|P42405|HPS_BACSU	sp|P42405|HPS_BACSU 3-hexulose-6-phosphate synthase OS=Bacillus subtilis (strain 168) GN=hxlA PE=1 SV=2
fake_2M_genome_001456	gi|15893688|ref|NP_347037.1|	gi|15893688|ref|NP_347037.1| sugar phosphate aminotransferase [Clostridium acetobutylicum ATCC 824]	GO:0005975(carbohydrate metabolic process);GO:0016853(isomerase activity);GO:0019647(formaldehyde assimilation via ribulose monophosphate cycle)	A0A077J6E5_9BACI/28-153	A0A077J6E5_9BACI/28-153 A0A077J6E5.1 PF01380.21;SIS;	sp|P42404|PHI_BACSU	sp|P42404|PHI_BACSU 3-hexulose-6-phosphate isomerase OS=Bacillus subtilis (strain 168) GN=hxlB PE=1 SV=1
fake_2M_genome_001457	gi|386713691|ref|YP_006180014.1|	gi|386713691|ref|YP_006180014.1| succinate-semialdehyde dehydrogenase [Halobacillus halophilus DSM 2266]	GO:0016491(oxidoreductase activity);GO:0005739(mitochondrion);GO:0004030(aldehyde dehydrogenase [NAD(P)+] activity);GO:0004777(succinate-semialdehyde dehydrogenase (NAD+) activity);GO:0009450(gamma-aminobutyric acid catabolic process)	A0A094K6C6_9BACL/2-458	A0A094K6C6_9BACL/2-458 A0A094K6C6.1 PF00171.21;Aldedh;	sp|P94428|GABD_BACSU	sp|P94428|GABD_BACSU Succinate-semialdehyde dehydrogenase [NADP(+)] OS=Bacillus subtilis (strain 168) GN=gabD PE=1 SV=1
