Gene_ID	COG_ID	Identity	Align_Length	Mismatch	Gap	Q_start	Q_end	T_start	T_end	E_value	Score	Function
fake_2M_genome_001331	gi|212638284|ref|YP_002314804.1|	46	113	61	0	8	120	4	116	1.1e-22	109.4	gi|212638284|ref|YP_002314804.1| effector of murein hydrolase LrgA, holin family [Anoxybacillus flavithermus WK1]
fake_2M_genome_001332	gi|255767863|ref|NP_391882.3|	48.3	209	108	0	1	209	21	229	3.6e-51	204.5	gi|255767863|ref|NP_391882.3| hypothetical protein BSU40022 [Bacillus subtilis subsp. subtilis str. 168]
fake_2M_genome_001333	gi|332295763|ref|YP_004437686.1|	47.9	380	198	0	1	380	1	380	3.9e-94	348.2	gi|332295763|ref|YP_004437686.1| major facilitator superfamily protein [Thermodesulfobium narugense DSM 14796]
fake_2M_genome_001334	gi|255767875|ref|NP_391947.2|	47.1	291	154	0	1	291	1	291	3.9e-75	284.6	gi|255767875|ref|NP_391947.2| HTH-type transcriptional regulator YybE [Bacillus subtilis subsp. subtilis str. 168]
fake_2M_genome_001335	gi|269926344|ref|YP_003322967.1|	31.8	280	184	5	49	322	332	610	7.7e-32	141	gi|269926344|ref|YP_003322967.1| PEGA domain-containing protein [Thermobaculum terrenum ATCC BAA-798]
fake_2M_genome_001336	gi|430748970|ref|YP_007211878.1|	77.7	94	21	0	1	94	1	94	2e-34	147.9	gi|430748970|ref|YP_007211878.1| TrpR-related protein YerC/YecD [Thermobacillus composti KWC4]
fake_2M_genome_001337	gi|449087007|ref|YP_007419448.1|	52.2	224	107	0	5	228	4	227	1.4e-70	269.2	gi|449087007|ref|YP_007419448.1| glycerol-1-phosphate prenyltransferase [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_001338	gi|15613211|ref|NP_241514.1|	62.8	734	257	3	8	726	14	746	2.6e-261	904.4	gi|15613211|ref|NP_241514.1| ATP-dependent DNA helicase [Bacillus halodurans C-125]
fake_2M_genome_001339	gi|15613212|ref|NP_241515.1|	67.4	665	216	1	1	665	1	664	1.4e-258	895.2	gi|15613212|ref|NP_241515.1| NAD-dependent DNA ligase LigA [Bacillus halodurans C-125]
fake_2M_genome_001340	gi|297617440|ref|YP_003702599.1|	38.7	222	119	4	342	556	78	289	5.4e-33	145.6	gi|297617440|ref|YP_003702599.1| transglutaminase [Syntrophothermus lipocalidus DSM 12680]
fake_2M_genome_001341	gi|169828508|ref|YP_001698666.1|	47.3	245	128	1	3	247	2	245	8.7e-60	233.4	gi|169828508|ref|YP_001698666.1| ABC transporter ATP-binding protein [Lysinibacillus sphaericus C3-41]
fake_2M_genome_001342	gi|386713071|ref|YP_006179394.1|	52.3	235	112	0	10	244	11	245	2.2e-58	228.8	gi|386713071|ref|YP_006179394.1| sulfonate/nitrate/taurine ABC transporter permease [Halobacillus halophilus DSM 2266]
fake_2M_genome_001343	gi|386713072|ref|YP_006179395.1|	54.7	95	43	0	1	95	1	95	7.3e-26	119.4	gi|386713072|ref|YP_006179395.1| hypothetical protein HBHAL_1753 [Halobacillus halophilus DSM 2266]
fake_2M_genome_001344	gi|386713073|ref|YP_006179396.1|	62.2	323	113	1	13	326	9	331	9.9e-120	433	gi|386713073|ref|YP_006179396.1| sulfonate/nitrate/taurine ABC transporter extracellular binding protein [Halobacillus halophilus DSM 2266]
fake_2M_genome_001345	gi|337751015|ref|YP_004645177.1|	44.1	297	163	2	9	302	9	305	2.6e-74	282	gi|337751015|ref|YP_004645177.1| RluA family pseudouridine synthase [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001346	gi|30262174|ref|NP_844551.1|	45.7	503	250	10	48	534	38	533	2.2e-121	439.1	gi|30262174|ref|NP_844551.1| hypothetical protein BA_2153 [Bacillus anthracis str. Ames]
fake_2M_genome_001347	gi|375009867|ref|YP_004983500.1|	47.3	241	127	0	9	249	4	244	2.3e-60	235.3	gi|375009867|ref|YP_004983500.1| oxidoreductase ytkK [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_001349	gi|337747166|ref|YP_004641328.1|	34.7	733	423	18	83	796	68	763	2.7e-97	359.8	gi|337747166|ref|YP_004641328.1| penicillin-binding protein [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001350	gi|337745929|ref|YP_004640091.1|	41.2	342	185	5	3	336	8	341	1e-63	246.9	gi|337745929|ref|YP_004640091.1| hypothetical protein KNP414_01658 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001354	gi|220918516|ref|YP_002493820.1|	34.7	236	145	3	23	249	31	266	1.2e-28	130.2	gi|220918516|ref|YP_002493820.1| hypothetical protein A2cp1_3424 [Anaeromyxobacter dehalogenans 2CP-1]
fake_2M_genome_001355	gi|337751594|ref|YP_004645756.1|	78.4	97	21	0	10	106	20	116	1.3e-36	155.2	gi|337751594|ref|YP_004645756.1| hypothetical protein KNP414_07379 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001356	gi|337746768|ref|YP_004640930.1|	46.2	275	140	3	6	274	10	282	3.2e-66	255	gi|337746768|ref|YP_004640930.1| hypothetical protein KNP414_02499 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001357	gi|410667915|ref|YP_006920286.1|	43	321	166	6	1	313	3	314	4.4e-64	248.1	gi|410667915|ref|YP_006920286.1| vitamin B12 ABC transporter substrate-binding protein BtuF [Thermacetogenium phaeum DSM 12270]
fake_2M_genome_001358	gi|89894831|ref|YP_518318.1|	51.2	328	157	2	2	326	12	339	2.4e-81	305.4	gi|89894831|ref|YP_518318.1| permease component of ABC-type cobalamin/Fe3+-siderophores transport systems [Desulfitobacterium hafniense Y51]
fake_2M_genome_001359	gi|337751022|ref|YP_004645184.1|	52	254	120	2	2	254	4	256	3.2e-68	261.5	gi|337751022|ref|YP_004645184.1| ABC transporter ATP-binding protein [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001360	gi|337751016|ref|YP_004645178.1|	64	186	66	1	1	185	1	186	1.7e-60	235.3	gi|337751016|ref|YP_004645178.1| hypothetical protein KNP414_06789 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001361	gi|16080333|ref|NP_391160.1|	67.5	117	38	0	1	117	1	117	5.6e-41	169.9	gi|16080333|ref|NP_391160.1| hypothetical protein BSU32810 [Bacillus subtilis subsp. subtilis str. 168]
fake_2M_genome_001362	gi|226314451|ref|YP_002774347.1|	47.6	145	74	1	3	145	1	145	8.9e-36	152.9	gi|226314451|ref|YP_002774347.1| thiol-disulfide oxidoreductase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001363	gi|23099843|ref|NP_693309.1|	70.1	127	37	1	1	127	1	126	5.9e-44	179.9	gi|23099843|ref|NP_693309.1| glycine cleavage system protein H [Oceanobacillus iheyensis HTE831]
fake_2M_genome_001365	gi|212638596|ref|YP_002315116.1|	71	207	59	1	1	206	1	207	1.2e-81	305.8	gi|212638596|ref|YP_002315116.1| uridine kinase [Anoxybacillus flavithermus WK1]
fake_2M_genome_001366	gi|212638262|ref|YP_002314782.1|	67.1	523	169	3	2	522	31	552	6.6e-211	736.5	gi|212638262|ref|YP_002314782.1| phosphoenolpyruvate carboxykinase [Anoxybacillus flavithermus WK1]
fake_2M_genome_001367	gi|226314534|ref|YP_002774430.1|	46.5	129	56	2	7	122	6	134	1.2e-20	102.4	gi|226314534|ref|YP_002774430.1| hypothetical protein BBR47_49490 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001368	gi|337745019|ref|YP_004639181.1|	50	188	91	2	5	189	5	192	3.9e-44	181	gi|337745019|ref|YP_004639181.1| hypothetical protein KNP414_00721 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001369	gi|226311675|ref|YP_002771569.1|	71.2	309	89	0	9	317	13	321	6e-141	503.4	gi|226311675|ref|YP_002771569.1| hypothetical protein BBR47_20880 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001370	gi|23100582|ref|NP_694049.1|	40.8	282	162	4	2	280	1	280	2.1e-49	199.1	gi|23100582|ref|NP_694049.1| hypothetical protein OB3127 [Oceanobacillus iheyensis HTE831]
fake_2M_genome_001371	gi|295694981|ref|YP_003588219.1|	35.1	430	261	6	1	413	1	429	4.5e-67	258.5	gi|295694981|ref|YP_003588219.1| hypothetical protein [Kyrpidia tusciae DSM 2912]
fake_2M_genome_001372	gi|337750578|ref|YP_004644740.1|	69.4	363	110	1	1	362	1	363	8.9e-146	519.6	gi|337750578|ref|YP_004644740.1| protein PdhA [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001373	gi|337750577|ref|YP_004644739.1|	74.5	326	83	0	1	326	1	326	5.3e-142	506.9	gi|337750577|ref|YP_004644739.1| protein PdhB [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001374	gi|15615216|ref|NP_243519.1|	58.6	425	169	4	3	421	2	425	3.3e-112	408.3	gi|15615216|ref|NP_243519.1| branched-chain alpha-keto acid dehydrogenase subunit E2 [Bacillus halodurans C-125]
fake_2M_genome_001375	gi|15615215|ref|NP_243518.1|	60	470	186	2	1	470	1	468	1.3e-152	542.7	gi|15615215|ref|NP_243518.1| dihydrolipoamide dehydrogenase [Bacillus halodurans C-125]
fake_2M_genome_001377	gi|295697009|ref|YP_003590247.1|	58.1	129	54	0	1	129	1	129	1.3e-35	152.1	gi|295697009|ref|YP_003590247.1| thioesterase superfamily protein [Kyrpidia tusciae DSM 2912]
fake_2M_genome_001378	gi|386714303|ref|YP_006180626.1|	37	73	45	1	1	73	1	72	9.2e-08	58.9	gi|386714303|ref|YP_006180626.1| hypothetical protein HBHAL_3005 [Halobacillus halophilus DSM 2266]
fake_2M_genome_001379	gi|337745910|ref|YP_004640072.1|	55.3	94	41	1	4	97	3	95	4.1e-24	114	gi|337745910|ref|YP_004640072.1| hypothetical protein KNP414_01639 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001380	gi|337747170|ref|YP_004641332.1|	44.4	189	97	3	10	190	21	209	6.8e-36	153.7	gi|337747170|ref|YP_004641332.1| hypothetical protein KNP414_02904 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001381	gi|226311753|ref|YP_002771647.1|	35	100	62	2	5	104	4	100	3.5e-10	67.4	gi|226311753|ref|YP_002771647.1| hypothetical protein BBR47_21660 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001382	gi|30263597|ref|NP_845974.1|	75.9	552	133	0	1	552	1	552	5.8e-258	892.9	gi|30263597|ref|NP_845974.1| urocanate hydratase [Bacillus anthracis str. Ames]
fake_2M_genome_001383	gi|375008359|ref|YP_004981992.1|	63.1	420	152	1	1	420	1	417	1.6e-146	522.3	gi|375008359|ref|YP_004981992.1| imidazolonepropionase [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_001384	gi|15614548|ref|NP_242851.1|	45.6	318	162	3	10	327	13	319	8.2e-74	280.4	gi|15614548|ref|NP_242851.1| formimidoylglutamase [Bacillus halodurans C-125]
fake_2M_genome_001385	gi|212638327|ref|YP_002314847.1|	78.8	165	35	0	9	173	4	168	7.6e-71	269.6	gi|212638327|ref|YP_002314847.1| thiol peroxidase [Anoxybacillus flavithermus WK1]
fake_2M_genome_001386	gi|337750933|ref|YP_004645095.1|	41.1	185	101	2	21	199	6	188	1.1e-31	139.8	gi|337750933|ref|YP_004645095.1| 2'-5' RNA ligase [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001387	gi|295695025|ref|YP_003588263.1|	81.5	577	107	0	6	582	16	592	2.9e-284	980.3	gi|295695025|ref|YP_003588263.1| thiamine biosynthesis protein ThiC [Kyrpidia tusciae DSM 2912]
fake_2M_genome_001388	gi|317121356|ref|YP_004101359.1|	35	200	114	5	16	206	34	226	8.7e-20	100.5	gi|317121356|ref|YP_004101359.1| ABC transporter [Thermaerobacter marianensis DSM 12885]
fake_2M_genome_001391	gi|226313783|ref|YP_002773677.1|	71.3	902	257	2	3	902	4	905	0	1318.9	gi|226313783|ref|YP_002773677.1| aconitate hydratase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001392	gi|226313790|ref|YP_002773684.1|	64.8	247	87	0	1	247	1	247	6.4e-87	323.6	gi|226313790|ref|YP_002773684.1| transcriptional regulator [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001393	gi|16080683|ref|NP_391511.1|	50.8	252	123	1	1	251	1	252	3.1e-65	251.5	gi|16080683|ref|NP_391511.1| HTH-type transcriptional repressor GlcR [Bacillus subtilis subsp. subtilis str. 168]
fake_2M_genome_001394	gi|384135774|ref|YP_005518488.1|	60.2	226	90	0	13	238	32	257	2.2e-76	288.5	gi|384135774|ref|YP_005518488.1| radical SAM protein [Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1]
fake_2M_genome_001395	gi|23097767|ref|NP_691233.1|	65	220	74	2	3	222	4	220	1.7e-81	305.4	gi|23097767|ref|NP_691233.1| transcriptional regulator [Oceanobacillus iheyensis HTE831]
fake_2M_genome_001396	gi|23100259|ref|NP_693726.1|	40.8	120	69	1	5	122	17	136	2.6e-18	94.7	gi|23100259|ref|NP_693726.1| 6-pyruvoyl tetrahydrobiopterin synthase [Oceanobacillus iheyensis HTE831]
fake_2M_genome_001397	gi|433655667|ref|YP_007299375.1|	74.5	165	40	2	1	163	1	165	7.2e-71	269.6	gi|433655667|ref|YP_007299375.1| 7-cyano-7-deazaguanine reductase [Thermoanaerobacterium thermosaccharolyticum M0795]
fake_2M_genome_001399	gi|337750265|ref|YP_004644427.1|	34.9	215	130	5	24	236	52	258	6.1e-27	124.8	gi|337750265|ref|YP_004644427.1| hypothetical protein KNP414_06033 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001400	gi|226312886|ref|YP_002772780.1|	42.4	236	135	1	2	237	5	239	8.9e-54	213.4	gi|226312886|ref|YP_002772780.1| hypothetical protein BBR47_32990 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001401	gi|148379748|ref|YP_001254289.1|	61.1	453	174	2	1	452	1	452	3.8e-154	547.7	gi|148379748|ref|YP_001254289.1| hypothetical protein CBO1788 [Clostridium botulinum A str. ATCC 3502]
fake_2M_genome_001402	gi|386714466|ref|YP_006180789.1|	56.5	643	277	2	2	641	3	645	6e-230	800	gi|386714466|ref|YP_006180789.1| acetoacetyl-CoA synthase [Halobacillus halophilus DSM 2266]
fake_2M_genome_001403	gi|295695629|ref|YP_003588867.1|	39.5	215	126	3	23	233	31	245	8.8e-30	133.7	gi|295695629|ref|YP_003588867.1| FliA/WhiG subfamily RNA polymerase sigma-28 subunit [Kyrpidia tusciae DSM 2912]
fake_2M_genome_001405	gi|146297417|ref|YP_001181188.1|	62	79	30	0	1	79	1	79	1.9e-22	107.8	gi|146297417|ref|YP_001181188.1| AbrB family transcriptional regulator [Caldicellulosiruptor saccharolyticus DSM 8903]
fake_2M_genome_001406	gi|339626985|ref|YP_004718628.1|	60.7	252	99	0	5	256	3	254	5.1e-79	297.4	gi|339626985|ref|YP_004718628.1| enoyl-CoA hydratase/isomerase [Sulfobacillus acidophilus TPY]
fake_2M_genome_001407	gi|302390111|ref|YP_003825932.1|	56.7	349	146	2	22	366	4	351	2.8e-113	411.8	gi|302390111|ref|YP_003825932.1| leucine dehydrogenase [Thermosediminibacter oceani DSM 16646]
fake_2M_genome_001408	gi|317122506|ref|YP_004102509.1|	58.5	342	139	1	12	353	18	356	8.8e-114	413.3	gi|317122506|ref|YP_004102509.1| pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha [Thermaerobacter marianensis DSM 12885]
fake_2M_genome_001409	gi|557827192|ref|YP_008799642.1|	62.9	321	119	0	5	325	12	332	5.3e-118	427.2	gi|557827192|ref|YP_008799642.1| transketolase [Exiguobacterium sp. MH3]
fake_2M_genome_001410	gi|15612778|ref|NP_241081.1|	40.3	419	211	5	3	389	2	413	2e-74	282.7	gi|15612778|ref|NP_241081.1| pyruvate dehydrogenase E2 [Bacillus halodurans C-125]
fake_2M_genome_001411	gi|449092282|ref|YP_007424723.1|	61.2	443	170	1	1	441	1	443	6e-152	540.4	gi|449092282|ref|YP_007424723.1| Cytochrome d ubiquinol oxidase subunit I [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_001412	gi|30265252|ref|NP_847629.1|	51.6	339	158	1	6	338	3	341	1.1e-94	349.7	gi|30265252|ref|NP_847629.1| cytochrome d ubiquinol oxidase subunit II [Bacillus anthracis str. Ames]
fake_2M_genome_001413	gi|212639290|ref|YP_002315810.1|	54.8	405	181	2	1	404	3	406	7.5e-109	397.1	gi|212639290|ref|YP_002315810.1| proton/sodium-glutamate symport protein [Anoxybacillus flavithermus WK1]
fake_2M_genome_001417	gi|488773945|ref|YP_007943361.1|	45.2	341	185	2	4	343	5	344	1.9e-81	305.8	gi|488773945|ref|YP_007943361.1| malate/lactate dehydrogenase [Desulfotomaculum gibsoniae DSM 7213]
fake_2M_genome_001421	gi|337750615|ref|YP_004644777.1|	71.5	358	101	1	1	358	3	359	2.2e-152	541.6	gi|337750615|ref|YP_004644777.1| protein MnmA [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001422	gi|375007022|ref|YP_004980653.1|	53.4	444	203	2	11	453	5	445	1.9e-121	439.1	gi|375007022|ref|YP_004980653.1| Potassium uptake protein, TrkH [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_001423	gi|226310161|ref|YP_002770055.1|	31.3	297	175	6	87	376	94	368	6.9e-35	151.8	gi|226310161|ref|YP_002770055.1| hypothetical protein BBR47_05740 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001425	gi|337747097|ref|YP_004641259.1|	43.2	206	117	0	1	206	1	206	3e-42	174.9	gi|337747097|ref|YP_004641259.1| hypothetical protein KNP414_02829 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_001426	gi|404497976|ref|YP_006722082.1|	48.9	325	166	0	7	331	8	332	3.2e-78	295	gi|404497976|ref|YP_006722082.1| phosphate/sulfate transporter family membrane protein [Geobacter metallireducens GS-15]
fake_2M_genome_001427	gi|449091671|ref|YP_007424112.1|	51.8	471	224	2	10	480	1	468	1.5e-140	502.7	gi|449091671|ref|YP_007424112.1| Succinyl-diaminopimelate desuccinylase [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_001429	gi|78044327|ref|YP_361012.1|	55.7	379	168	0	1	379	1	379	1.4e-117	426	gi|78044327|ref|YP_361012.1| cysteine desulfurase [Carboxydothermus hydrogenoformans Z-2901]
fake_2M_genome_001430	gi|226225840|ref|YP_002759946.1|	50.1	505	243	5	3	502	9	509	1.1e-128	463.4	gi|226225840|ref|YP_002759946.1| L-aspartate oxidase [Gemmatimonas aurantiaca T-27]
fake_2M_genome_001431	gi|153007776|ref|YP_001368991.1|	55.7	273	120	1	4	275	9	281	6.5e-80	300.4	gi|153007776|ref|YP_001368991.1| nicotinate-nucleotide pyrophosphorylase [Ochrobactrum anthropi ATCC 49188]
fake_2M_genome_001432	gi|16079837|ref|NP_390663.1|	61	356	137	2	12	367	14	367	5.4e-127	457.2	gi|16079837|ref|NP_390663.1| quinolinate synthase A [Bacillus subtilis subsp. subtilis str. 168]
fake_2M_genome_001433	gi|386713903|ref|YP_006180226.1|	55.7	140	56	3	25	158	24	163	7.3e-34	147.9	gi|386713903|ref|YP_006180226.1| hypothetical protein HBHAL_2605 [Halobacillus halophilus DSM 2266]
fake_2M_genome_001434	gi|449091109|ref|YP_007423550.1|	46	174	92	1	10	181	4	177	1.4e-35	153.3	gi|449091109|ref|YP_007423550.1| hypothetical protein HD73_4451 [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_001435	gi|226312006|ref|YP_002771900.1|	48.8	377	189	2	10	383	1	376	8.4e-102	373.6	gi|226312006|ref|YP_002771900.1| hypothetical protein BBR47_24190 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001436	gi|226310606|ref|YP_002770500.1|	78	200	43	1	4	202	3	202	7.8e-91	336.3	gi|226310606|ref|YP_002770500.1| superoxide dismutase [Mn] [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001437	gi|296133630|ref|YP_003640877.1|	59.3	118	45	1	123	240	383	497	5.9e-29	131	gi|296133630|ref|YP_003640877.1| cell wall hydrolase SleB [Thermincola potens JR]
fake_2M_genome_001438	gi|296132009|ref|YP_003639256.1|	30.5	370	242	8	64	425	1	363	3.2e-41	172.6	gi|296132009|ref|YP_003639256.1| monogalactosyldiacylglycerol synthase [Thermincola potens JR]
fake_2M_genome_001439	gi|226313674|ref|YP_002773568.1|	65.8	240	78	1	99	334	64	303	4.9e-90	334.3	gi|226313674|ref|YP_002773568.1| hypothetical protein BBR47_40870 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001440	gi|226313342|ref|YP_002773236.1|	52.9	314	146	2	55	368	4	315	1.9e-87	326.2	gi|226313342|ref|YP_002773236.1| homoserine dehydrogenase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001441	gi|150389675|ref|YP_001319724.1|	71.5	193	55	0	1	193	1	193	3.7e-82	307.4	gi|150389675|ref|YP_001319724.1| XRE family transcriptional regulator [Alkaliphilus metalliredigens QYMF]
fake_2M_genome_001442	gi|23099935|ref|NP_693401.1|	48.6	296	152	0	7	302	6	301	4.6e-74	281.2	gi|23099935|ref|NP_693401.1| hypothetical protein OB2480 [Oceanobacillus iheyensis HTE831]
fake_2M_genome_001444	gi|16079428|ref|NP_390252.1|	63.6	407	147	1	2	407	4	410	2.1e-151	538.5	gi|16079428|ref|NP_390252.1| DNA polymerase IV 2 [Bacillus subtilis subsp. subtilis str. 168]
fake_2M_genome_001445	gi|226313285|ref|YP_002773179.1|	44	536	285	6	4	532	3	530	2.8e-124	448.7	gi|226313285|ref|YP_002773179.1| hypothetical protein BBR47_36980 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_001446	gi|23098805|ref|NP_692271.1|	64.7	303	107	0	10	312	4	306	7.9e-111	403.3	gi|23098805|ref|NP_692271.1| proline oxidase [Oceanobacillus iheyensis HTE831]
fake_2M_genome_001447	gi|23098804|ref|NP_692270.1|	77.3	515	117	0	1	515	1	515	5.3e-245	849.7	gi|23098804|ref|NP_692270.1| 1-pyrroline-5-carboxylate dehydrogenase [Oceanobacillus iheyensis HTE831]
fake_2M_genome_001448	gi|23098803|ref|NP_692269.1|	65.9	451	150	2	7	457	4	450	1.5e-161	572.4	gi|23098803|ref|NP_692269.1| transcriptional regulator [Oceanobacillus iheyensis HTE831]
fake_2M_genome_001449	gi|449087290|ref|YP_007419731.1|	64.8	432	151	1	1	431	1	432	2.1e-154	548.5	gi|449087290|ref|YP_007419731.1| Ca2+/citrate complex secondary transporter [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_001450	gi|393202433|ref|YP_006464275.1|	48.7	308	157	1	1	307	1	308	5.4e-75	284.3	gi|393202433|ref|YP_006464275.1| permease [Solibacillus silvestris StLB046]
fake_2M_genome_001451	gi|347541811|ref|YP_004849238.1|	59.2	306	124	1	4	308	257	562	5.1e-97	357.5	gi|347541811|ref|YP_004849238.1| ribokinase PfkB [Pseudogulbenkiania sp. NH8B]
fake_2M_genome_001452	gi|284037180|ref|YP_003387110.1|	72.9	409	111	0	1	409	3	411	7.7e-173	609.8	gi|284037180|ref|YP_003387110.1| major facilitator superfamily protein [Spirosoma linguale DSM 74]
fake_2M_genome_001453	gi|435855174|ref|YP_007316493.1|	53.2	201	92	2	11	210	15	214	1.9e-50	202.2	gi|435855174|ref|YP_007316493.1| Entner-Doudoroff aldolase [Halobacteroides halobius DSM 5150]
fake_2M_genome_001454	gi|393199306|ref|YP_006461148.1|	50.3	312	153	1	1	310	1	312	5.5e-81	304.3	gi|393199306|ref|YP_006461148.1| transcriptional regulator [Solibacillus silvestris StLB046]
fake_2M_genome_001455	gi|15893687|ref|NP_347036.1|	37.7	207	127	1	1	207	1	205	1.2e-33	146.4	gi|15893687|ref|NP_347036.1| 3-hexulose-6-phosphate synthase [Clostridium acetobutylicum ATCC 824]
fake_2M_genome_001456	gi|15893688|ref|NP_347037.1|	47.8	182	95	0	1	182	1	182	3.1e-38	161.4	gi|15893688|ref|NP_347037.1| sugar phosphate aminotransferase [Clostridium acetobutylicum ATCC 824]
fake_2M_genome_001457	gi|386713691|ref|YP_006180014.1|	70.4	463	137	0	1	463	1	463	8.5e-194	679.5	gi|386713691|ref|YP_006180014.1| succinate-semialdehyde dehydrogenase [Halobacillus halophilus DSM 2266]
fake_2M_genome_001458	gi|449088515|ref|YP_007420956.1|	45.2	146	76	2	1	143	1	145	3.5e-32	141	gi|449088515|ref|YP_007420956.1| glyoxalase family protein [Bacillus thuringiensis serovar kurstaki str. HD73]
